year,firstday,lastday
2015,156,231
2016,131,205
2017,185,212
2018,150,212
2019,125,212
2020,123,208
2021,150,214
2022,152,216
2023,161,280
2024,165,216
2025,155,267
2026,154,211
2027,140,212
2028,148,254
2029,172,215
2030,150,209
2031,172,213
2032,109,207
2033,167,274
2034,169,240
2035,107,215
2036,153,282
2037,152,178
2038,168,213
2039,114,263
2040,148,211
2041,137,212
2042,139,207
2043,167,304
2044,101,244
2045,148,250
2046,113,279
2047,168,265
2048,169,238
2049,150,277
2050,161,243
2051,170,244
2052,118,269
2053,105,244
2054,149,239
2055,153,258
2056,137,274
2057,116,260
2058,112,258
2059,157,247
2060,150,247
2061,106,250
2062,141,231
2063,157,242
2064,095,240
2065,166,244
2066,105,238
2067,148,244
2068,119,255
2069,116,285
2070,182,268
2071,091,235
2072,089,245
2073,096,230
2074,140,240
2075,172,229
2076,150,247
2077,156,283
2078,126,283
2079,130,243
2080,132,359
2081,175,354
2082,142,242
2083,174,238
2084,188,245
2085,145,281
2086,152,242
2087,170,229
2088,141,221
2089,135,252
2090,136,275
2091,098,252
2092,153,243
2093,168,247
2094,163,264
2095,127,245
2096,140,249
2097,180,244
2098,139,240
2099,110,240
2100,134,241
