year,firstday,lastday
2015,097,247
2016,110,258
2017,103,238
2018,131,225
2019,090,221
2020,147,259
2021,180,259
2022,175,255
2023,172,268
2024,116,225
2025,174,260
2026,168,250
2027,175,249
2028,190,239
2029,096,242
2030,188,265
2031,169,249
2032,163,276
2033,111,265
2034,094,255
2035,092,258
2036,148,240
2037,117,233
2038,182,249
2039,170,236
2040,190,277
2041,088,235
2042,164,258
2043,130,273
2044,136,255
2045,140,251
2046,128,236
2047,161,255
2048,173,251
2049,083,259
2050,165,261
2051,110,263
2052,083,202
2053,182,252
2054,171,236
2055,132,253
2056,182,243
2057,176,259
2058,137,270
2059,181,217
2060,116,264
2061,180,259
2062,093,268
2063,181,266
2064,169,337
2065,097,243
2066,127,238
2067,167,260
2068,194,254
2069,185,258
2070,122,255
2071,176,213
2072,152,245
2073,153,246
2074,201,242
2075,181,238
2076,174,257
2077,181,239
2078,165,263
2079,167,248
2080,158,255
2081,110,227
2082,189,253
2083,142,217
2084,149,258
2085,139,260
2086,182,245
2087,130,243
2088,163,261
2089,069,305
2090,180,268
2091,099,210
2092,118,234
2093,151,239
2094,192,236
2095,197,256
2096,183,265
2097,164,252
2098,088,239
2099,190,267
2100,179,221
