year,firstday,lastday
2015,160,241
2016,196,210
2017,114,224
2018,181,202
2019,157,237
2020,171,211
2021,184,212
2022,163,217
2023,178,248
2024,176,191
2025,150,208
2026,169,203
2027,163,239
2028,169,204
2029,False,False
2030,167,222
2031,110,242
2032,218,225
2033,135,185
2034,168,212
2035,128,232
2036,161,209
2037,184,215
2038,124,173
2039,170,216
2040,141,218
2041,172,246
2042,192,235
2043,194,214
2044,148,195
2045,144,246
2046,123,241
2047,157,217
2048,148,246
2049,116,211
2050,160,227
2051,132,219
2052,131,207
2053,180,199
2054,117,190
2055,186,281
2056,125,227
2057,120,247
2058,138,199
2059,187,223
2060,136,235
2061,143,246
2062,139,207
2063,135,246
2064,145,238
2065,151,214
2066,178,197
2067,160,246
2068,150,216
2069,143,243
2070,162,219
2071,178,233
2072,103,215
2073,173,232
2074,142,269
2075,162,188
2076,147,253
2077,False,False
2078,194,210
2079,132,184
2080,133,248
2081,185,225
2082,156,271
2083,129,227
2084,208,231
2085,121,206
2086,139,270
2087,145,190
2088,189,278
2089,142,189
2090,194,202
2091,156,205
2092,147,226
2093,156,212
2094,151,238
2095,164,206
2096,145,286
2097,133,220
2098,134,223
2099,167,248
2100,191,225
