year,firstday,lastday
2015,151,222
2016,130,187
2017,188,254
2018,172,256
2019,201,254
2020,False,False
2021,154,236
2022,212,219
2023,199,257
2024,174,222
2025,173,189
2026,False,False
2027,162,185
2028,175,240
2029,142,247
2030,185,266
2031,252,262
2032,161,171
2033,False,False
2034,183,202
2035,161,262
2036,226,236
2037,214,243
2038,168,269
2039,257,265
2040,232,240
2041,204,234
2042,162,261
2043,244,252
2044,118,273
2045,149,227
2046,148,191
2047,192,230
2048,235,243
2049,False,False
2050,182,201
2051,123,235
2052,False,False
2053,135,266
2054,183,194
2055,196,229
2056,178,231
2057,187,278
2058,181,243
2059,180,233
2060,123,204
2061,214,228
2062,185,271
2063,167,203
2064,193,268
2065,205,238
2066,177,194
2067,False,False
2068,185,196
2069,187,197
2070,140,180
2071,126,253
2072,170,266
2073,144,232
2074,147,197
2075,211,284
2076,144,253
2077,125,258
2078,167,174
2079,182,192
2080,182,205
2081,190,197
2082,191,222
2083,251,261
2084,134,252
2085,171,265
2086,180,198
2087,190,257
2088,185,245
2089,203,276
2090,165,243
2091,166,249
2092,202,258
2093,184,249
2094,187,257
2095,197,206
2096,209,275
2097,174,263
2098,224,236
2099,False,False
2100,144,213
