year,firstday,lastday
2015,167,266
2016,False,False
2017,171,210
2018,248,263
2019,189,223
2020,114,256
2021,197,205
2022,226,251
2023,166,263
2024,189,223
2025,223,243
2026,174,218
2027,182,254
2028,172,194
2029,191,201
2030,176,219
2031,166,239
2032,203,235
2033,190,197
2034,100,223
2035,207,216
2036,210,217
2037,113,260
2038,168,196
2039,191,215
2040,157,232
2041,197,225
2042,218,256
2043,177,243
2044,176,238
2045,False,False
2046,172,250
2047,185,248
2048,173,242
2049,199,245
2050,168,250
2051,217,240
2052,141,258
2053,False,False
2054,178,234
2055,163,265
2056,166,204
2057,180,191
2058,172,231
2059,174,192
2060,178,231
2061,149,240
2062,False,False
2063,155,247
2064,173,181
2065,159,213
2066,183,268
2067,162,248
2068,162,225
2069,158,202
2070,172,261
2071,163,238
2072,169,191
2073,198,242
2074,178,245
2075,184,253
2076,157,255
2077,159,225
2078,152,212
2079,184,213
2080,182,207
2081,168,253
2082,180,267
2083,169,263
2084,192,201
2085,168,245
2086,167,254
2087,170,248
2088,168,176
2089,174,271
2090,158,249
2091,181,222
2092,163,205
2093,156,248
2094,155,244
2095,182,219
2096,160,188
2097,159,259
2098,163,253
2099,143,197
2100,177,231
