year,firstday,lastday
2015,175,238
2016,171,181
2017,126,250
2018,118,252
2019,127,255
2020,165,250
2021,136,250
2022,243,252
2023,158,253
2024,False,False
2025,229,236
2026,129,189
2027,195,202
2028,177,189
2029,206,268
2030,197,209
2031,107,114
2032,164,252
2033,180,230
2034,134,197
2035,136,234
2036,160,168
2037,119,263
2038,176,212
2039,143,183
2040,153,176
2041,192,331
2042,141,276
2043,134,220
2044,152,197
2045,213,231
2046,154,258
2047,140,270
2048,143,189
2049,186,231
2050,175,224
2051,132,253
2052,173,258
2053,133,228
2054,154,261
2055,080,196
2056,168,208
2057,157,228
2058,165,173
2059,172,276
2060,108,190
2061,121,248
2062,172,181
2063,192,201
2064,181,261
2065,172,272
2066,165,227
2067,164,280
2068,137,289
2069,095,228
2070,170,246
2071,218,226
2072,196,213
2073,False,False
2074,162,194
2075,False,False
2076,172,277
2077,147,230
2078,153,178
2079,139,281
2080,180,188
2081,False,False
2082,186,236
2083,128,201
2084,174,220
2085,171,263
2086,169,195
2087,False,False
2088,122,269
2089,163,215
2090,160,267
2091,122,260
2092,191,263
2093,200,218
2094,183,247
2095,146,191
2096,123,246
2097,164,221
2098,160,220
2099,212,221
2100,162,203
