year,firstday,lastday
2015,172,267
2016,False,False
2017,False,False
2018,196,203
2019,187,256
2020,False,False
2021,210,217
2022,False,False
2023,180,214
2024,False,False
2025,213,221
2026,265,277
2027,178,198
2028,188,248
2029,False,False
2030,179,188
2031,189,205
2032,194,201
2033,172,238
2034,False,False
2035,False,False
2036,213,222
2037,177,185
2038,192,218
2039,False,False
2040,216,224
2041,215,223
2042,228,235
2043,195,243
2044,184,191
2045,False,False
2046,166,246
2047,False,False
2048,175,196
2049,178,186
2050,162,218
2051,False,False
2052,168,203
2053,074,275
2054,154,192
2055,165,213
2056,False,False
2057,False,False
2058,200,213
2059,183,190
2060,184,202
2061,164,182
2062,False,False
2063,163,233
2064,False,False
2065,152,178
2066,163,213
2067,160,205
2068,160,169
2069,False,False
2070,251,261
2071,159,228
2072,False,False
2073,False,False
2074,234,247
2075,202,209
2076,151,215
2077,160,171
2078,False,False
2079,155,165
2080,False,False
2081,False,False
2082,169,186
2083,175,257
2084,False,False
2085,False,False
2086,False,False
2087,152,181
2088,166,173
2089,False,False
2090,164,179
2091,197,204
2092,155,213
2093,241,248
2094,171,199
2095,188,198
2096,False,False
2097,191,204
2098,False,False
2099,False,False
2100,169,221
