year,firstday,lastday
2015,156,214
2016,131,205
2017,185,196
2018,150,212
2019,125,212
2020,123,208
2021,150,214
2022,192,216
2023,161,192
2024,201,216
2025,155,267
2026,154,211
2027,165,212
2028,197,215
2029,172,215
2030,150,209
2031,182,213
2032,109,207
2033,167,274
2034,169,240
2035,107,205
2036,153,250
2037,152,162
2038,168,213
2039,114,217
2040,161,202
2041,137,202
2042,195,207
2043,167,213
2044,101,173
2045,174,250
2046,113,219
2047,168,235
2048,169,238
2049,150,245
2050,161,243
2051,170,244
2052,118,229
2053,157,244
2054,176,239
2055,153,242
2056,163,274
2057,116,232
2058,173,258
2059,157,247
2060,150,247
2061,106,250
2062,180,231
2063,157,242
2064,095,240
2065,190,244
2066,209,238
2067,148,244
2068,171,255
2069,116,250
2070,191,232
2071,193,226
2072,181,245
2073,175,230
2074,140,191
2075,172,229
2076,177,234
2077,156,283
2078,126,283
2079,171,243
2080,152,359
2081,175,354
2082,142,242
2083,174,229
2084,188,245
2085,145,244
2086,177,242
2087,170,229
2088,152,221
2089,158,252
2090,136,232
2091,098,242
2092,153,243
2093,168,247
2094,172,264
2095,164,245
2096,170,249
2097,180,216
2098,139,240
2099,110,231
2100,159,241
