year,firstday,lastday
2015,168,219
2016,173,223
2017,182,194
2018,171,277
2019,183,210
2020,False,False
2021,221,238
2022,156,247
2023,182,224
2024,177,225
2025,False,False
2026,192,258
2027,161,214
2028,171,231
2029,174,248
2030,218,228
2031,190,200
2032,183,262
2033,False,False
2034,183,199
2035,176,242
2036,False,False
2037,False,False
2038,155,229
2039,False,False
2040,205,234
2041,234,244
2042,230,264
2043,216,264
2044,224,248
2045,195,219
2046,170,271
2047,186,234
2048,189,204
2049,205,238
2050,183,253
2051,254,266
2052,213,269
2053,154,208
2054,180,238
2055,182,228
2056,189,203
2057,188,263
2058,193,243
2059,261,271
2060,195,208
2061,180,246
2062,180,226
2063,173,255
2064,224,255
2065,182,193
2066,176,255
2067,243,252
2068,175,259
2069,188,251
2070,156,270
2071,211,273
2072,170,258
2073,173,221
2074,182,229
2075,184,266
2076,176,252
2077,128,228
2078,182,258
2079,168,227
2080,186,202
2081,False,False
2082,195,233
2083,185,231
2084,183,199
2085,175,244
2086,179,260
2087,180,250
2088,189,246
2089,199,258
2090,173,237
2091,179,246
2092,197,219
2093,180,253
2094,170,268
2095,190,247
2096,223,263
2097,165,255
2098,185,223
2099,194,228
2100,177,244
