year,firstday,lastday
2015,162,271
2016,181,264
2017,129,264
2018,178,262
2019,180,212
2020,155,267
2021,152,225
2022,151,265
2023,163,215
2024,153,264
2025,180,213
2026,148,279
2027,157,214
2028,152,268
2029,174,212
2030,155,264
2031,180,255
2032,182,220
2033,160,269
2034,175,271
2035,160,222
2036,165,256
2037,179,260
2038,155,273
2039,164,254
2040,182,276
2041,139,224
2042,172,212
2043,156,227
2044,155,219
2045,155,269
2046,151,268
2047,156,215
2048,174,277
2049,166,271
2050,158,258
2051,158,254
2052,182,259
2053,154,304
2054,164,264
2055,155,266
2056,155,297
2057,170,274
2058,153,266
2059,168,260
2060,160,258
2061,153,271
2062,147,265
2063,169,278
2064,150,265
2065,165,264
2066,152,277
2067,147,251
2068,156,272
2069,154,290
2070,154,214
2071,180,256
2072,153,257
2073,158,269
2074,135,274
2075,141,270
2076,178,260
2077,146,280
2078,182,299
2079,131,251
2080,150,284
2081,153,264
2082,150,294
2083,139,265
2084,147,254
2085,134,260
2086,168,245
2087,131,277
2088,140,271
2089,152,266
2090,174,269
2091,167,265
2092,158,278
2093,121,265
2094,174,252
2095,142,265
2096,170,267
2097,122,247
2098,167,282
2099,184,246
2100,126,271
