year,firstday,lastday
2015,124,219
2016,162,251
2017,099,214
2018,157,215
2019,138,275
2020,146,211
2021,120,206
2022,131,266
2023,121,272
2024,133,198
2025,130,209
2026,122,234
2027,135,282
2028,139,197
2029,130,263
2030,128,208
2031,112,275
2032,124,229
2033,138,291
2034,118,266
2035,121,243
2036,160,217
2037,113,187
2038,116,278
2039,144,216
2040,118,198
2041,121,200
2042,122,284
2043,147,156
2044,128,226
2045,135,246
2046,123,243
2047,122,248
2048,128,262
2049,140,275
2050,140,259
2051,136,281
2052,132,210
2053,162,202
2054,121,218
2055,121,195
2056,123,229
2057,136,271
2058,139,251
2059,124,251
2060,133,259
2061,119,254
2062,136,276
2063,135,243
2064,142,246
2065,133,227
2066,150,276
2067,139,246
2068,171,239
2069,130,258
2070,149,264
2071,131,260
2072,146,260
2073,123,250
2074,120,268
2075,126,225
2076,125,227
2077,149,267
2078,133,293
2079,110,248
2080,133,256
2081,165,235
2082,130,247
2083,110,243
2084,139,265
2085,112,265
2086,139,271
2087,145,270
2088,149,265
2089,124,281
2090,161,267
2091,141,245
2092,134,282
2093,140,253
2094,134,282
2095,142,267
2096,124,286
2097,129,241
2098,117,259
2099,137,299
2100,142,252
