year,firstday,lastday
2015,176,190
2016,130,187
2017,False,False
2018,172,256
2019,243,254
2020,False,False
2021,154,199
2022,False,False
2023,199,210
2024,184,222
2025,False,False
2026,False,False
2027,162,185
2028,175,190
2029,False,False
2030,False,False
2031,252,262
2032,161,171
2033,False,False
2034,False,False
2035,182,262
2036,226,236
2037,False,False
2038,168,178
2039,False,False
2040,False,False
2041,False,False
2042,False,False
2043,False,False
2044,118,245
2045,194,227
2046,178,191
2047,201,214
2048,False,False
2049,False,False
2050,182,201
2051,195,204
2052,False,False
2053,135,266
2054,183,194
2055,196,229
2056,222,231
2057,False,False
2058,181,243
2059,180,233
2060,123,204
2061,214,228
2062,185,250
2063,167,203
2064,193,236
2065,205,216
2066,177,194
2067,False,False
2068,185,196
2069,187,197
2070,140,180
2071,126,253
2072,170,181
2073,183,219
2074,147,197
2075,211,220
2076,144,153
2077,False,False
2078,False,False
2079,182,192
2080,False,False
2081,False,False
2082,191,222
2083,251,261
2084,134,252
2085,171,265
2086,180,198
2087,190,257
2088,False,False
2089,266,276
2090,165,243
2091,238,249
2092,215,226
2093,184,249
2094,187,198
2095,197,206
2096,False,False
2097,174,230
2098,224,236
2099,False,False
2100,175,213
